Place name,Year,January,February,March,April,May,June,July,August,September,October,November,December,Whole year,Coordinates
Kondinskoye,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('67.421005'), Decimal('59.654312'))"
Koryaki (Koryaksky),2008,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Kostroma,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('41.013303'), Decimal('57.807633'))"
Kotkin,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('51.114283'), Decimal('67.027658'))"
Kotlas,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('46.703403'), Decimal('61.237562'))"
Krasnodar (Paszkowski),2008,96897,98097,110119,120168,134879,165156,190205,207721,164860,123184,101167,602,1609406,"(Decimal('39.139669'), Decimal('45.033923'))"
Krasnoselkup,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('82.460555'), Decimal('65.716517'))"
Krasnoyarsk (Emelyanovo),2008,69055,64483,69567,72348,82066,112581,142797,140177,94213,64031,43364,1187.61,1001303,"(Decimal('92.486391'), Decimal('56.180578'))"
Krasnoyarsk (Cheremshanka),2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('92.486391'), Decimal('56.180578'))"
Mound,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('65.411582'), Decimal('55.462896'))"
Kurilsk (Clear),2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('145.681308'), Decimal('43.959284'))"
Kursk (Eastern),2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('36.282442'), Decimal('51.749429'))"
red,2008,1641,1468,1479,1396,1558,2458,1835,2676,1828,478,412,1.93,17951,"(Decimal('94.40495'), Decimal('51.676108'))"
Labozhskoe,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('52.092791'), Decimal('67.329986'))"
Zabaykalsk,2008,3730,3911,4584,5014,6011,6035,6210,6178,4733,5688,6118,67.6,64222,"(Decimal('114.831553'), Decimal('60.722585'))"
Лешуконское,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('45.739403'), Decimal('64.893683'))"
Lipetsk,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('39.524561'), Decimal('52.698037'))"
Magadan (Magadan-13),2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('150.918648'), Decimal('59.623593'))"
Magadan (Falcon),2008,9820,10658,12413,12757,14735,20627,25398,27082,22304,17094,12889,145,197517,"(Decimal('150.73116'), Decimal('59.914272'))"
Magnitogorsk,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('58.761516'), Decimal('53.391002'))"
Maikop,2008,0,0,7,0,0,0,0,0,0,0,0,0,7,Not found
Mom,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('112.894758'), Decimal('58.314348'))"
Manila,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('165.340345'), Decimal('62.48391'))"
brand,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('170.415063'), Decimal('64.668558'))"
Makhachkala (Uytash),2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('47.655707'), Decimal('42.820909'))"
Mezhdurechensk,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Mezen,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('44.214755'), Decimal('65.873771'))"
Milkovo,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('158.568826'), Decimal('54.681956'))"
Mineral water,2008,57178,55042,68022,63007,69837,80241,94835,101305,75233,64032,51815,136,827764,"(Decimal('43.087648'), Decimal('44.217799'))"
Peaceful,2008,29337,28697,31224,31769,32655,35669,38381,38929,37358,32928,28492,2229.2,395506,"(Decimal('114.022431'), Decimal('62.531382'))"
Moscow (Bykovo),2008,605,343,253,436,527,312,462,684,455,653,508,58.65,5791,Not found
Moscow (Vnukovo),2008,473824,486348,563181,604152,723997,831365,856154,909395,841675,691816,477749,2502.84,7923220,"(Decimal('37.295014'), Decimal('55.608562'))"
Moscow (Domodedovo),2008,1371209,1257484,1452795,1595188,1853280,2124151,2301672,2434190,1959326,1592822,1317792,10166.2,20437516,"(Decimal('37.767995'), Decimal('55.437168'))"
Moscow (Ostafyevo),2008,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Moscow (Sheremetyevo),2008,1005900,992323,1145167,1146716,1328764,1478028,1542825,1614767,1456814,1270896,1065348,12942.3,15066354,"(Decimal('37.405974'), Decimal('55.962962'))"
Мотыгино,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('94.738926'), Decimal('58.181907'))"
Murmansk,2008,26238,28052,31765,33685,38965,42119,44073,43014,36658,29026,25012,139.3,403729,"(Decimal('32.758163'), Decimal('68.784743'))"
Cape Schmidt,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('-179.380105'), Decimal('68.864431'))"
Cape-Stone,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Nadym,2008,13309,13668,14124,14860,17260,19256,18347,18150,16390,13535,13198,109.52,186715,"(Decimal('72.69258'), Decimal('65.479934'))"
Nazran (Magas / Sleptsovskaya),2008,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Nalchik,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('43.635863'), Decimal('43.508409'))"
Naryan-Mar,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('53.086319'), Decimal('67.633534'))"
Nelkan,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('136.162463'), Decimal('57.648494'))"
Nerungri (Chulman),2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('124.899763'), Decimal('56.905386'))"
Nes,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('44.666347'), Decimal('66.596872'))"
Nižneangarsk,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('109.599145'), Decimal('55.801344'))"
Nizhnevartovsk,2008,41605,40875,44267,49155,57643,72395,82617,83792,60626,46760,36818,519.6,652273,"(Decimal('76.494691'), Decimal('60.951112'))"
Kazan (Begiševo),2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('52.101325'), Decimal('55.564404'))"
Nizhneudinsk,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('99.063101'), Decimal('54.896019'))"
Nizhny Novgorod (Strigino),2008,19157,20467,23408,28972,30288,39540,43789,44052,37130,27057,20011,87.33,352624,"(Decimal('43.791127'), Decimal('56.219628'))"
lower Pesha,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('47.722119'), Decimal('66.739662'))"
Nikolaevsk-on-Amur,2008,4478,4575,5199,5049,5841,6036,7063,6687,5905,4691,4617,65.7,64811,"(Decimal('140.663597'), Decimal('53.149961'))"
Nikolskoye,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('166.043519'), Decimal('55.177036'))"
Novokuznetsk,2008,7716,7272,7063,7397,7648,12686,16526,17269,12615,7226,6197,96,116130,"(Decimal('86.864303'), Decimal('53.805377'))"
Novosibirsk (North),2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('82.667491'), Decimal('55.009425'))"
Novosibirsk (Tolmachyovo),2008,131597,126349,141772,141789,147631,186044,231642,244287,193937,150563,125466,1611.8,1941483,"(Decimal('82.667491'), Decimal('55.009425'))"
New Urengoy,2008,37401,35099,38084,40781,47092,47291,50978,49679,47158,40859,37128,222,510837,"(Decimal('76.522422'), Decimal('66.072965'))"
Nogliki,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('143.140926'), Decimal('51.788476'))"
Norilsk,2008,19331,18321,20550,24141,39207,49383,51708,55833,47740,29040,20327,1788.47,395416,"(Decimal('87.342342'), Decimal('69.325039'))"
Norilьsk (But),2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('87.342342'), Decimal('69.325039'))"
Noyabrsk,2008,14912,16605,16607,17877,17754,21123,20806,21275,18303,17308,15939,70.9,213795,"(Decimal('75.274455'), Decimal('63.181841'))"
Нюрба,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('118.364259'), Decimal('63.298313'))"
Nyagan,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('65.605995'), Decimal('62.101946'))"
Luengo,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('156.534636'), Decimal('51.501392'))"
Olekminsk,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('120.464672'), Decimal('60.397143'))"
SUV,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('112.47608'), Decimal('68.514229'))"
ohm,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('46.507902'), Decimal('66.65247'))"
Omolon,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('160.545443'), Decimal('65.236944'))"
Omsk (central),2008,34397,32885,32885,37708,43039,60007,81813,82436,53985,36959,28900,270,554780,"(Decimal('73.007305'), Decimal('55.085528'))"
Omsukçan,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('155.740193'), Decimal('62.459104'))"
Eagle (South),2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('36.01938'), Decimal('52.932788'))"
Orenburg (central),2008,19892,22419,27498,28428,33165,35795,43959,46954,35217,26841,22589,81.12,363017,"(Decimal('55.457063'), Decimal('51.79139'))"
Orsk,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('58.593863'), Decimal('51.076909'))"
Ossora,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('163.064409'), Decimal('59.232256'))"
Okha,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('142.890431'), Decimal('53.517945'))"
Okhotsk,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('143.065575'), Decimal('59.413192'))"
Palana,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('159.892476'), Decimal('59.0835'))"
Pahachi,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('169.120483'), Decimal('60.555631'))"
Pevek,2008,555,799,1071,1508,1865,2783,2959,2464,2886,2316,1470,96,21866,"(Decimal('170.602999'), Decimal('69.788315'))"
Penza,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('45.023041'), Decimal('53.118367'))"
Perm (Bakharevka),2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('56.010461'), Decimal('57.91612'))"
Perm (Bolshoye Savino),2008,40130,41567,48400,54659,62159,74498,77941,83617,68304,50312,41403,281.24,681411,"(Decimal('56.010461'), Decimal('57.91612'))"
Gerbil (Kolguev Island),2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('50.249107'), Decimal('69.186265'))"
Petrozavodsk (Besovets),2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('34.156265'), Decimal('61.877798'))"
Petrozavodsk (Sands),2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('34.156265'), Decimal('61.877798'))"
Petropavlovsk (Yelizovo),2008,24484,22417,27386,28448,32892,44724,59502,65623,48730,35945,28861,985.6,447464,"(Decimal('158.425285'), Decimal('53.169328'))"
Pechora,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('57.142913'), Decimal('65.116912'))"
pioneer,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('76.278861'), Decimal('59.152775'))"
Plast,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('136.289996'), Decimal('44.815586'))"
Podkamyennaya Tunguska,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('90.009799'), Decimal('61.599826'))"
Pauline Osipenko,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('136.473657'), Decimal('52.43876'))"
Polar,2008,4563,3993,4592,4378,5754,7769,7307,8384,7513,4856,4163,577.4,68020,"(Decimal('112.038215'), Decimal('66.400137'))"
Providence (Providence Harbor),2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('-173.230419'), Decimal('64.38401'))"
Pskov (crosses),2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('28.392072'), Decimal('57.797486'))"
Rogachevo (Amderma-2),2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('52.477414'), Decimal('71.609701'))"
Rostov-on-Don,2008,77192,74756,84331,95449,109074,129723,142367,157574,129057,99985,80227,504.7,1257261,"(Decimal('39.929081'), Decimal('47.488342'))"
Rostov-on-Don (fee),2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('39.929081'), Decimal('47.488342'))"
Sabetta,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('72.046997'), Decimal('71.219177'))"
Sakkırır,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('130.399707'), Decimal('67.792415'))"
Salekhard,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('66.586569'), Decimal('66.59012'))"
Samara (Kurumoch),2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('50.157667'), Decimal('53.512259'))"
Samara (Smyshlyaevka),2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('50.157667'), Decimal('53.512259'))"
Sangar,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('127.4196'), Decimal('63.958127'))"
Saint Petersburg (Pulkovo),2008,412285,392738,458214,515504,641958,792738,850796,868885,713546,554399,446965,2084,7070770,"(Decimal('30.273027'), Decimal('59.79977'))"
Saransk,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('45.217131'), Decimal('54.137932'))"
Saratov (central),2008,12358,14295,14659,17538,20123,23522,26198,26674,21308,16993,14035,48.6,220737,"(Decimal('106.644236'), Decimal('47.454355'))"
Saskılah,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('114.084658'), Decimal('71.92841'))"
Svetlogorsk,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('88.410025'), Decimal('66.842607'))"
North-Yenisei,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('93.016353'), Decimal('60.373043'))"
North Even,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('159.230687'), Decimal('61.919039'))"
Seymçan,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('152.413453'), Decimal('62.923512'))"
Simferopol,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('33.980968'), Decimal('45.036235'))"
sheaf,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('47.019969'), Decimal('66.739116'))"
Sobolevo,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('155.966326'), Decimal('54.305068'))"
Sovetskaya Gavan,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('140.052545'), Decimal('48.933734'))"
Soviet,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('63.600884'), Decimal('61.331802'))"
Solovki,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('35.723241'), Decimal('65.029939'))"
Sochi,2008,72403,61823,72221,76750,107435,192067,271835,307962,213368,97707,52926,148,1575312,"(Decimal('39.941316'), Decimal('43.44837'))"
Среднеколымск,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('153.718705'), Decimal('67.46549'))"
Stavropol (Shpakovskoye),2008,5686,6080,7704,7925,7497,7693,8287,8696,7799,7860,7768,70,89792,"(Decimal('42.105169'), Decimal('45.112737'))"
Stary Oskol,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('37.76778'), Decimal('51.32412'))"
Strezhevoy,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('77.64952'), Decimal('60.717274'))"
Samsearn,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('117.640738'), Decimal('62.183775'))"
Surgut,2008,64368,65056,71584,74458,85224,106630,118223,120181,94160,73673,64650,383.8,1001882,"(Decimal('73.40807'), Decimal('61.340204'))"
Syktyvkar,2008,11815,13865,16720,23785,25400,29527,30266,30131,24366,18388,15014,70.51,254401,"(Decimal('50.851293'), Decimal('61.663805'))"
Taganrog (Southern),2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('38.880433'), Decimal('47.197978'))"
Taz,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('78.647108'), Decimal('67.484725'))"
Таксимо,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('114.922175'), Decimal('56.360153'))"
Talakan,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('111.038938'), Decimal('59.867032'))"
Tambov,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('41.491404'), Decimal('52.803629'))"
Container,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('74.288446'), Decimal('56.904246'))"
Tarko-Sale,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('77.789172'), Decimal('64.922685'))"
Shalym,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('87.826031'), Decimal('52.766419'))"
Tigil,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('158.713895'), Decimal('57.776817'))"
Tiksi,2008,405,1173,1049,1094,1396,1613,1662,1800,1484,1467,766,20.3,14714,"(Decimal('128.888094'), Decimal('71.698596'))"
Tilichiki,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('166.026819'), Decimal('60.382823'))"
Tobolsk,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Tolka,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('82.049414'), Decimal('63.989903'))"
Tomsk (Bogashevo),2008,19064,20450,20697,21964,22965,26883,30527,34255,25223,22103,21234,151,286624,"(Decimal('85.209517'), Decimal('56.388412'))"
Troitsky-Pechora,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Tugur,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('136.832992'), Decimal('53.775856'))"
Travel (Mountain),2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('100.430957'), Decimal('64.329908'))"
Turukhansk,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('87.929463'), Decimal('65.795497'))"
Ust-Tsilma,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('124.760632'), Decimal('55.282031'))"
Tyumen (Plekhanovo),2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('65.395861'), Decimal('57.168009'))"
Tyumen (Roschino),2008,58827,62480,68219,70482,71550,91158,102139,105926,83233,71071,59608,466,905576,"(Decimal('65.348628'), Decimal('57.181514'))"
Uda,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Ulan Ude (Mukhino),2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('107.443646'), Decimal('51.804919'))"
Ulyanovsk (Barataevka),2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('48.798606'), Decimal('54.41412'))"
Ulyanovsk (East),2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('48.798606'), Decimal('54.41412'))"
Nyagan,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('64.82368'), Decimal('60.117041'))"
Flora,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('134.439745'), Decimal('57.726967'))"
Urengoy,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('78.433372'), Decimal('65.963601'))"
Usinsk,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('57.376287'), Decimal('66.00273'))"
Ust-Kamchatsk,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('162.695013'), Decimal('56.237582'))"
Ust-Kara,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('64.954205'), Decimal('69.254814'))"
Ust-Kuyga,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('135.627498'), Decimal('70.006067'))"
Ust-Kut,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('105.716276'), Decimal('56.857224'))"
Ust-Maya,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('134.452645'), Decimal('60.364288'))"
Ust-Nera,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('143.118711'), Decimal('64.549707'))"
Ust-Khairyuzovo,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('156.738087'), Decimal('57.094231'))"
Ust-Tsilma,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('52.18592'), Decimal('65.432179'))"
Ufa,2008,89006,86544,93074,100765,116789,137286,145360,148315,122086,97466,77897,285.79,1295876,"(Decimal('55.883529'), Decimal('54.566329'))"
Ukhta,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('53.804729'), Decimal('63.555549'))"
Khabarovsk (MVL),2008,979,775,1038,1169,955,1302,1532,1447,1575,1624,1577,19.2,15433,"(Decimal('135.171082'), Decimal('48.525706'))"
Khabarovsk (New),2008,73133,70371,79265,78419,85251,110931,132595,145961,105366,77647,69554,1313.63,1095780,"(Decimal('135.171082'), Decimal('48.525706'))"
royal,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('136.849746'), Decimal('62.786965'))"
Khanty-Mansiysk,2008,17121,19396,22239,25938,23964,25994,27180,25919,25138,23177,22152,92.8,280068,"(Decimal('69.095798'), Decimal('61.026144'))"
Harwell,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('59.555959'), Decimal('66.84556'))"
Khatanga,2008,414,539,506,961,1121,1493,1322,1611,1201,990,526,371.7,11425,"(Decimal('102.473016'), Decimal('71.978434'))"
Herpuchi,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('138.824395'), Decimal('52.976379'))"
Honuu (Girl),2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('143.251985'), Decimal('66.451866'))"
Khorey Vere,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('58.04802'), Decimal('67.416494'))"
remedy,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('118.27157'), Decimal('56.912812'))"
Cheboksary,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('47.320195'), Decimal('56.082722'))"
Chyegdomyn,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Chelyabinsk (Balandino),2008,43334,41713,46484,53550,57788,76201,79427,82029,65812,51338,39865,206.22,677865,"(Decimal('61.509282'), Decimal('55.298164'))"
Cherepovets,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('38.02088'), Decimal('59.281551'))"
Cherskiy,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('161.32298'), Decimal('68.747259'))"
Chizha,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('44.366705'), Decimal('67.084013'))"
Reads (tub),2008,8644,9648,10556,11218,11966,15727,19745,20417,14799,10942,9497,104.6,152886,"(Decimal('113.306492'), Decimal('52.020464'))"
Çokurdah,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('147.90427'), Decimal('70.623269'))"
Çumikan,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('135.28347'), Decimal('54.69673'))"
Şarıpovo,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('89.169766'), Decimal('55.458343'))"
Shakhtars'k,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('142.076602'), Decimal('49.189684'))"
Şoyna,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('44.156661'), Decimal('67.872927'))"
Shushenskoe,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('92.048274'), Decimal('53.388274'))"
Egvekinot (Bay Cross),2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('-179.089626'), Decimal('65.885249'))"
Ekimçan,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('132.950411'), Decimal('53.074423'))"
Elista,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('44.330575'), Decimal('46.369401'))"
ESSO,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('158.709467'), Decimal('55.93715'))"
South kurilsk (Mendeleevo),2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('145.681308'), Decimal('43.959284'))"
Yuzhno-(Khomutovo),2008,49244,42064,44407,47272,53070,63252,75877,76780,63588,55318,45875,1249,663086,"(Decimal('142.723677'), Decimal('46.886967'))"
Yakutsk,2008,28577,31208,36025,38443,39692,57659,70719,69563,52744,45922,36743,1475.9,544827,"(Decimal('129.750225'), Decimal('62.086594'))"
Yakutsk (Magan),2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('-6.226888'), Decimal('8.607871'))"
Yamburg,2008,6168,6242,6404,6003,5840,5920,6003,5974,6079,6001,6670,7.78,73211,"(Decimal('75.097783'), Decimal('67.980026'))"
Yaroslavl (Tunoshna),2008,577,601,827,1096,374,333,665,525,496,912,733,1511.7,7680,"(Decimal('40.170054'), Decimal('57.56231'))"
Yartsevo,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('90.203907'), Decimal('60.252931'))"
Abakan,2007,3680,4403,5183,5680,6544,8815,10033,10479,8250,6507,5277,92.2,80631,"(Decimal('91.399735'), Decimal('53.751351'))"
Aikhal,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('111.543324'), Decimal('65.957161'))"
Loss,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('125.398355'), Decimal('58.602489'))"
Amderma,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('61.577429'), Decimal('69.759076'))"
Anadyr,2007,2890,3980,4255,6156,7833,11232,10153,9945,7854,7805,8779,434,89011,"(Decimal('177.738273'), Decimal('64.713433'))"
Anapa (Vitjazevo),2007,9985,8137,11463,15065,26841,92799,155368,163738,85678,22220,14020,49.47,618971,"(Decimal('37.341511'), Decimal('45.003748'))"
Antypayuta,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Apatite (Khibiny),2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('33.581999'), Decimal('67.459641'))"
Arkhangelsk (Vaskovo),2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('40.706789'), Decimal('64.592645'))"
Arkhangelsk (Talagy),2007,23397,24505,26879,28970,28131,37679,42136,44687,35669,32300,30019,846.5,385836,"(Decimal('40.714892'), Decimal('64.596138'))"
Astrakhan (Narimanovo),2007,10333,10679,12708,17980,15092,12874,16719,18554,19086,19405,14130,47.58,182092,"(Decimal('47.999896'), Decimal('46.287344'))"
Achinsk,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('90.566467'), Decimal('56.271301'))"
Trip,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('138.042241'), Decimal('56.431311'))"
Auctions,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('113.479076'), Decimal('54.369366'))"
